,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,year
208658,181517041,08/30/2018 12:00:00 AM,07/01/2010 12:00:00 AM,1200,15,N Hollywood,1514,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0512 0545 1258 0913 0361 0500 0519 0507,4,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,821,993,,,6800    RADFORD                      AV,,34.194,-118.3943,2018
208659,181519942,10/23/2018 12:00:00 AM,12/20/2010 12:00:00 AM,1200,15,N Hollywood,1599,1,820,ORAL COPULATION,0553 0400 0515 0522 1258 0913,6,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,820,,,3700    FREDONIA                     DR,,34.1336,-118.3619,2018
208660,181605914,02/19/2018 12:00:00 AM,01/01/2010 12:00:00 AM,1200,16,Foothill,1612,2,354,THEFT OF IDENTITY,1822,49,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,13100    FILMORE                      ST,,34.2743,-118.4181,2018
208661,181606350,03/01/2018 12:00:00 AM,11/01/2010 12:00:00 AM,1200,16,Foothill,1668,2,354,THEFT OF IDENTITY,1822 0928 0377,19,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7300    FOOTHILL                     BL,,34.25,-118.2909,2018
208662,181607168,03/20/2018 12:00:00 AM,01/01/2010 12:00:00 AM,2200,16,Foothill,1613,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522 0532 0558 1251 1259,6,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,,,,12700    VAN NUYS                     BL,,34.2753,-118.4095,2018
208663,181607657,04/03/2018 12:00:00 AM,01/01/2010 12:00:00 AM,2000,16,Foothill,1601,2,813,CHILD ANNOYING (17YRS & UNDER),,7,F,H,516,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,,,AO,Adult Other,813,,,,11800    BORDEN                       AV,,34.2843,-118.4171,2018
208664,181609659,05/22/2018 12:00:00 AM,12/16/2010 12:00:00 AM,2100,16,Foothill,1653,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,1258 0537 0558 0522,9,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,760,,,,12700    OSBORNE                      ST,,34.2542,-118.4095,2018
208665,181609790,05/25/2018 12:00:00 AM,08/01/2010 12:00:00 AM,800,16,Foothill,1617,2,354,THEFT OF IDENTITY,0377 0928 1822,38,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8600    HILLROSE                     ST,,34.2633,-118.3226,2018
208666,181611238,06/30/2018 12:00:00 AM,04/06/2010 12:00:00 AM,1,16,Foothill,1638,2,354,THEFT OF IDENTITY,0930 0928 1822,36,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10600    HILLHAVEN                    AV,,34.2619,-118.2901,2018
208667,181613489,08/23/2018 12:00:00 AM,01/01/2010 12:00:00 AM,1200,16,Foothill,1612,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522 0416 0447 0417 0505 0529 0558 2024 1258,7,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,13300    LOUVRE                       ST,,34.2722,-118.4227,2018
208668,181613535,08/22/2018 12:00:00 AM,03/01/2010 12:00:00 AM,1,16,Foothill,1601,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0532 0522 1258 0515 0360,8,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,815,,,,12000    BROMONT                      AV,,34.2878,-118.4127,2018
208669,181614547,09/24/2018 12:00:00 AM,01/01/2010 12:00:00 AM,100,16,Foothill,1612,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0558 0551 1258,5,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,13200    PAXTON                       ST,,34.2782,-118.42,2018
208670,181707600,03/15/2018 12:00:00 AM,03/01/2010 12:00:00 AM,900,17,Devonshire,1793,2,354,THEFT OF IDENTITY,0377 1822 0928,31,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,19100    NAPA                         ST,,34.2264,-118.5492,2018
208671,181708213,02/01/2018 12:00:00 AM,01/01/2010 12:00:00 AM,1200,17,Devonshire,1797,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,1259 1251 0360 0913 0522,8,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,760,,,,16700    PARTHENIA                    ST,,34.2285,-118.4955,2018
208672,181710406,05/10/2018 12:00:00 AM,03/01/2010 12:00:00 AM,1200,17,Devonshire,1754,1,121,"RAPE, FORCIBLE",0500 0527 1258 0510 0536 0537,8,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,18800    VINTAGE                      ST,,34.251,-118.543,2018
208673,181714666,08/13/2018 12:00:00 AM,09/02/2010 12:00:00 AM,700,17,Devonshire,1701,2,354,THEFT OF IDENTITY,0928 1814,38,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,19500    RINALDI                      ST,,34.2746,-118.5586,2018
208674,181715495,08/28/2018 12:00:00 AM,08/13/2010 12:00:00 AM,800,17,Devonshire,1735,2,354,THEFT OF IDENTITY,1822,48,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,17300    HORACE                       ST,,34.2697,-118.5109,2018
208675,181717346,10/09/2018 12:00:00 AM,10/08/2010 12:00:00 AM,1600,17,Devonshire,1735,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 1202 1300 1606 0321,57,M,W,104,DRIVEWAY,,,IC,Invest Cont,331,,,,17800    TRIBUNE                      ST,,34.2673,-118.5215,2018
208676,181718975,11/16/2018 12:00:00 AM,12/01/2010 12:00:00 AM,900,17,Devonshire,1722,2,354,THEFT OF IDENTITY,1822 1202,62,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10400    WILLOWBRAE                   AV,,34.2594,-118.5989,2018
208677,181805997,02/04/2018 12:00:00 AM,02/04/2010 12:00:00 AM,115,18,Southeast,1823,1,320,"BURGLARY, ATTEMPTED",1822 0329 1607,0,M,O,239,MEDICAL MARIJUANA FACILITIES/BUSINESSES,,,IC,Invest Cont,320,,,,9800 S  SAN PEDRO                    ST,,33.9473,-118.2695,2018
208678,181806429,02/12/2018 12:00:00 AM,09/16/2010 12:00:00 AM,1200,18,Southeast,1861,2,354,THEFT OF IDENTITY,1822 0928,21,M,B,504,OTHER RESIDENCE,,,IC,Invest Cont,354,,,,600 W  117TH                        ST,,33.9274,-118.2848,2018
208679,181806857,02/19/2018 12:00:00 AM,10/11/2010 12:00:00 AM,1200,18,Southeast,1803,2,354,THEFT OF IDENTITY,0377 1822,26,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8700    WALL                         ST,,33.9591,-118.2717,2018
208680,181807566,03/05/2018 12:00:00 AM,01/01/2010 12:00:00 AM,1800,18,Southeast,1823,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0519 0913 0516 0507 0558,13,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,821,,,,AVALON,103RD                        ST,33.9438,-118.2652,2018
208681,190711436,05/30/2019 12:00:00 AM,05/01/2010 12:00:00 AM,1,7,Wilshire,773,2,354,THEFT OF IDENTITY,1501,47,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1900 S  MARVIN                       AV,,34.04,-118.3624,2019
208682,181808824,03/29/2018 12:00:00 AM,03/29/2010 12:00:00 AM,2030,18,Southeast,1871,1,220,ATTEMPTED ROBBERY,0429 0448 0325,12,F,H,301,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,,,800 W  ROSECRANS                    AV,,33.9019,-118.2893,2018
208683,181809025,04/02/2018 12:00:00 AM,01/01/2010 12:00:00 AM,1200,18,Southeast,1831,2,662,"BUNCO, GRAND THEFT",0913 0701 0344,44,M,B,602,BANK,,,IC,Invest Cont,662,,,,600 W  120TH                        ST,,33.9237,-118.2848,2018
208684,181811726,05/16/2018 12:00:00 AM,01/01/2010 12:00:00 AM,800,18,Southeast,1806,1,121,"RAPE, FORCIBLE",1258 0527 0515 0361,4,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,,,AVALON,90TH                         ST,33.9547,-118.2651,2018
208685,181812434,05/29/2018 12:00:00 AM,01/08/2010 12:00:00 AM,1200,18,Southeast,1832,1,121,"RAPE, FORCIBLE",0913 0527 0500 0906,34,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,100 W  105TH                        ST,,33.9411,-118.2739,2018
208686,181820914,10/19/2018 12:00:00 AM,10/19/2010 12:00:00 AM,1000,18,Southeast,1802,2,901,VIOLATION OF RESTRAINING ORDER,2038 1501,49,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,100 W  87TH                         ST,,33.9586,-118.2739,2018
208687,181821336,10/27/2018 12:00:00 AM,06/01/2010 12:00:00 AM,1200,18,Southeast,1827,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1259 0500 0522 0503 0913 0551,8,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,9500    HOLMES                       AV,,33.9501,-118.2408,2018
208688,190516506,10/07/2019 12:00:00 AM,08/05/2010 12:00:00 AM,1,5,Harbor,517,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 0512 0503 0505 0360 0913,9,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,1000    EUBANK                       AV,,33.7831,-118.2552,2019
208689,181904707,01/03/2018 12:00:00 AM,12/31/2010 12:00:00 AM,1800,19,Mission,1967,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1259 0515,9,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815,,,,9700    MERCEDES                     AV,,34.2468,-118.4357,2018
208690,181910649,05/07/2018 12:00:00 AM,01/01/2010 12:00:00 AM,5,19,Mission,1924,2,354,THEFT OF IDENTITY,1822,55,M,X,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,12000    HAVANA                       AV,,34.2887,-118.4542,2018
208691,181911042,05/15/2018 12:00:00 AM,09/01/2010 12:00:00 AM,900,19,Mission,1999,2,354,THEFT OF IDENTITY,0377 1822 0929,58,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,13800    BURTON                       ST,,34.2207,-118.4341,2018
208692,181911561,05/25/2018 12:00:00 AM,01/01/2010 12:00:00 AM,5,19,Mission,1924,2,354,THEFT OF IDENTITY,377,48,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,12000    HAVANA                       AV,,34.2887,-118.4542,2018
208693,181914622,07/12/2018 12:00:00 AM,01/01/2010 12:00:00 AM,800,19,Mission,1924,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1813 2000 0445,51,M,W,501,SINGLE FAMILY DWELLING,205,KITCHEN KNIFE,AO,Adult Other,236,,,,14900    AZTEC                        ST,,34.287,-118.4558,2018
208694,181915637,08/11/2018 12:00:00 AM,01/01/2010 12:00:00 AM,1,19,Mission,1964,2,860,BATTERY WITH SEXUAL CONTACT,0409 0421 0503 1251 1259 0558,6,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,9900    VAN NUYS                     BL,,34.2389,-118.4536,2018
208695,181918983,10/14/2018 12:00:00 AM,10/14/2010 12:00:00 AM,500,19,Mission,1998,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0444 2000 1814,18,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,14400    BURTON                       ST,,34.2207,-118.4464,2018
208696,181919483,10/24/2018 12:00:00 AM,10/19/2010 12:00:00 AM,1700,19,Mission,1984,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,50,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,8600    CEDROS                       AV,,34.2265,-118.4565,2018
208697,181921345,12/04/2018 12:00:00 AM,11/25/2010 12:00:00 AM,1200,19,Mission,1935,1,310,BURGLARY,0344 1602,62,M,W,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,15200 S  BRAND                        BL,,34.2752,-118.4603,2018
208698,182008309,03/19/2018 12:00:00 AM,12/01/2010 12:00:00 AM,1800,20,Olympic,2071,2,860,BATTERY WITH SEXUAL CONTACT,0500 0522 1259,8,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,1300 S  WILTON                       PL,,34.0472,-118.3145,2018
208699,182008310,03/19/2018 12:00:00 AM,12/01/2010 12:00:00 AM,1800,20,Olympic,2071,2,860,BATTERY WITH SEXUAL CONTACT,0500 0522,6,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,1300 S  WILTON                       PL,,34.0472,-118.3145,2018
208700,182013793,06/28/2018 12:00:00 AM,01/01/2010 12:00:00 AM,1200,20,Olympic,2027,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0911 0100 0432,13,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,500 S  NEW HAMPSHIRE                AV,,34.0654,-118.2929,2018
208701,182017437,08/28/2018 12:00:00 AM,03/01/2010 12:00:00 AM,1,20,Olympic,2017,1,121,"RAPE, FORCIBLE",500,15,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,200 S  KENMORE                      AV,,34.0712,-118.2966,2018
208702,182018054,09/29/2018 12:00:00 AM,09/01/2010 12:00:00 AM,100,20,Olympic,2029,2,354,THEFT OF IDENTITY,0930 0100,45,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,400 S  WESTMORELAND                 AV,,34.0668,-118.2884,2018
208703,182105755,02/01/2018 12:00:00 AM,03/11/2010 12:00:00 AM,1200,21,Topanga,2144,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 0554 0506,8,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,,,,6400    PONCE                        AV,,34.1865,-118.6212,2018
208704,182110959,05/23/2018 12:00:00 AM,01/01/2010 12:00:00 AM,800,21,Topanga,2159,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,,4,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,812,815,,,6400    KESSLER                      AV,,34.1866,-118.5673,2018
208705,182112854,07/03/2018 12:00:00 AM,06/22/2010 12:00:00 AM,1200,21,Topanga,2185,2,354,THEFT OF IDENTITY,1822 0929,16,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,22400    CASS                         AV,,34.1649,-118.6141,2018
208706,182118892,11/06/2018 12:00:00 AM,01/01/2010 12:00:00 AM,1,21,Topanga,2138,2,354,THEFT OF IDENTITY,1822,44,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,20300    SATICOY                      ST,,34.2083,-118.5754,2018
208707,182119053,11/09/2018 12:00:00 AM,01/01/2010 12:00:00 AM,1,21,Topanga,2157,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0552 0505,4,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,6600    DE SOTO                      AV,,34.1906,-118.5884,2018
208708,190112266,04/28/2019 12:00:00 AM,04/01/2010 12:00:00 AM,700,1,Central,159,2,763,STALKING,1268 2010 1218 1202 0347,52,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,763,,,,1200 E  6TH                          ST,,34.0382,-118.2384,2019
208709,190206170,02/07/2019 12:00:00 AM,01/09/2010 12:00:00 AM,1200,2,Rampart,295,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0400 1259 1251 0503 0515 0360 0522 0551,6,F,H,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,815,,,1300 S  UNION                        AV,,34.0423,-118.2804,2019
208710,190207819,03/10/2019 12:00:00 AM,03/09/2010 12:00:00 AM,2100,2,Rampart,261,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,PARK VIEW,8TH                          ST,34.0563,-118.2809,2019
208711,192018045,10/07/2019 12:00:00 AM,09/07/2010 12:00:00 AM,1000,20,Olympic,2053,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0352 0377 1202 1221,52,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341,,,,900 S  OXFORD                       AV,,34.0532,-118.3074,2019
208712,190300583,03/02/2019 12:00:00 AM,02/28/2010 12:00:00 AM,1210,3,Southwest,392,1,310,BURGLARY,0344 1603 0321 0329 0352 1273 1402,50,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4800    10TH                         AV,,34,-118.3282,2019
208713,190307175,02/19/2019 12:00:00 AM,02/19/2010 12:00:00 AM,1200,3,Southwest,336,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1259 1251 0515 0360 2021,8,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,815,,,2100 W  30TH                         ST,,34.0274,-118.312,2019
208714,190308282,02/28/2019 12:00:00 AM,01/01/2010 12:00:00 AM,500,3,Southwest,399,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1251 0522 0503 1259 0913,8,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,812,860,,,4000 S  FIGUEROA                     ST,,34.0112,-118.2827,2019
208715,190604364,12/20/2018 12:00:00 AM,12/16/2010 12:00:00 AM,100,6,Hollywood,645,1,121,"RAPE, FORCIBLE",0500 0527,19,F,A,138,STAIRWELL*,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,6800    HOLLYWOOD                    BL,,34.1016,-118.3387,2018
208716,190309127,03/18/2019 12:00:00 AM,10/25/2010 12:00:00 AM,1200,3,Southwest,317,2,946,OTHER MISCELLANEOUS CRIME,1501,46,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,946,,,,1400 W  24TH                         ST,,34.0346,-118.2915,2019
208717,190309608,03/14/2019 12:00:00 AM,01/01/2010 12:00:00 AM,500,3,Southwest,399,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1251 1259 0522 1817,5,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,812,860,,,4000 S  FIGUEROA                     ST,,34.0112,-118.2827,2019
208718,190404890,01/22/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1,4,Hollenbeck,477,2,354,THEFT OF IDENTITY,100,11,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,900 S  MOTT                         ST,,34.0332,-118.213,2019
208719,190405327,01/31/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1800,4,Hollenbeck,408,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1258 0360 0522 0551 0515,4,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,815,,,3600    LOCKE                        AV,,34.0871,-118.1799,2019
208720,190405674,02/10/2019 12:00:00 AM,02/10/2010 12:00:00 AM,330,4,Hollenbeck,499,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3500 E  15TH                         ST,,34.0159,-118.2028,2019
208721,190504772,01/18/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1,5,Harbor,564,2,354,THEFT OF IDENTITY,1822 1202,53,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,200 S  PALOS VERDES                 ST,,33.7424,-118.2813,2019
208722,190506812,03/05/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1,5,Harbor,506,2,354,THEFT OF IDENTITY,1822 0928,18,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1600 W  220TH                        ST,,33.828,-118.3064,2019
208723,190506876,03/07/2019 12:00:00 AM,03/01/2010 12:00:00 AM,1,5,Harbor,531,2,354,THEFT OF IDENTITY,1822,22,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1500 W  PACIFIC COAST                HY,,33.7895,-118.3027,2019
208724,190507307,03/15/2019 12:00:00 AM,11/01/2010 12:00:00 AM,1200,5,Harbor,524,2,354,THEFT OF IDENTITY,1822,34,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1100 W  D                            ST,,33.7734,-118.2763,2019
208725,190507588,03/22/2019 12:00:00 AM,06/01/2010 12:00:00 AM,1300,5,Harbor,589,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1251 0503 1817 0522 0551 1258 0913,5,F,H,117,BEACH,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,3700    STEPHEN M WHITE              DR,,33.7105,-118.286,2019
208726,190508046,04/03/2019 12:00:00 AM,01/01/2010 12:00:00 AM,100,5,Harbor,555,2,860,BATTERY WITH SEXUAL CONTACT,,-9,X,X,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,500 N  CABRILLO                     AV,,33.7476,-118.2948,2019
208727,192009389,04/18/2019 12:00:00 AM,01/01/2010 12:00:00 AM,900,20,Olympic,2093,2,354,THEFT OF IDENTITY,100,70,F,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,2000 S  HOBART                       BL,,34.0392,-118.3062,2019
208728,190509529,05/06/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1,5,Harbor,564,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 1309 0503 0522 2024 0510 0360 0422 0409,6,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,200 S  BEACON                       ST,,33.7424,-118.2804,2019
208729,190510331,05/24/2019 12:00:00 AM,01/01/2010 12:00:00 AM,1,5,Harbor,528,2,354,THEFT OF IDENTITY,1822,19,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1100 E  ROBIDOUX                     ST,,33.7883,-118.2498,2019
208730,190608489,03/21/2019 12:00:00 AM,01/01/2010 12:00:00 AM,800,6,Hollywood,677,2,662,"BUNCO, GRAND THEFT",0701 1803,-9,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,662,,,,5500    MELROSE                      AV,,34.0865,-118.3169,2019
208731,190609425,04/06/2019 12:00:00 AM,04/05/2010 12:00:00 AM,1140,6,Hollywood,647,1,330,BURGLARY FROM VEHICLE,1300 1307 1609 0329 0344,25,M,O,101,STREET,,,IC,Invest Cont,330,,,,1600    VINE                         ST,,34.0998,-118.3267,2019
208732,190610466,04/22/2019 12:00:00 AM,11/13/2010 12:00:00 AM,800,6,Hollywood,644,2,354,THEFT OF IDENTITY,1822 0928,40,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,649,,,1300 N  DETROIT                      ST,,34.0944,-118.3452,2019
208733,190610499,04/23/2019 12:00:00 AM,12/20/2010 12:00:00 AM,800,6,Hollywood,622,2,354,THEFT OF IDENTITY,0930 1822,36,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1900    MOUNT OLYMPUS                DR,,34.1065,-118.3657,2019
208734,190705631,02/04/2019 12:00:00 AM,07/01/2010 12:00:00 AM,1100,7,Wilshire,773,2,354,THEFT OF IDENTITY,0928 1822,60,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1900 S  RIDGELEY                     DR,,34.0409,-118.3586,2019
208735,190800592,04/27/2019 12:00:00 AM,04/27/2010 12:00:00 AM,1517,8,West LA,839,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0104 0325 1402,-8,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,998,,,10200    SANTA MONICA                 BL,,34.0605,-118.4193,2019
208736,190805046,01/24/2019 12:00:00 AM,01/11/2010 12:00:00 AM,1500,8,West LA,898,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,-8,X,X,721,HIGH SCHOOL,,,IC,Invest Cont,440,,,,2900 S  ROBERTSON                    BL,,34.0349,-118.3893,2019
